Age,MonthlyIncome,DistanceFromHome,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,NumCompaniesWorked,PercentSalaryHike,Attrition
48,95953,4,10,2,1,3,4,24,No
50,104210,13,4,3,1,4,1,16,No
59,111703,21,3,3,2,2,5,19,Yes
24,81746,29,0,2,2,2,1,15,Yes
27,63454,8,0,2,3,3,1,16,No
52,124681,24,6,4,4,1,5,12,Yes
35,83356,11,3,4,4,1,3,21,No
59,104980,30,3,4,2,4,4,21,Yes
55,102306,1,7,2,4,4,2,11,No
24,65013,2,0,2,3,4,3,21,Yes
31,72715,4,1,1,3,2,1,14,No
44,90270,14,9,2,3,1,4,11,No
46,82005,30,5,1,3,2,1,15,No
57,122648,25,9,1,3,1,3,22,No
22,68526,15,0,1,1,3,1,16,No
48,99949,17,9,3,1,4,1,22,No
24,55955,28,4,2,3,3,3,18,Yes
53,107398,16,10,3,4,1,0,15,No
25,53552,9,0,2,2,4,1,20,No
29,86375,7,6,4,2,2,1,11,Yes
43,83516,30,9,4,3,4,1,22,No
34,74121,30,1,1,2,3,0,11,Yes
38,101685,1,2,2,3,2,0,20,Yes
51,120460,20,5,3,3,4,1,11,Yes
51,119225,15,4,3,2,3,4,16,No
35,64980,21,6,4,3,3,1,21,No
49,100862,25,7,2,4,4,3,19,No
44,97446,1,11,3,2,3,1,14,No
29,92255,1,3,2,2,3,1,12,Yes
23,58989,18,0,2,2,4,5,16,No
48,97488,10,5,1,1,1,2,22,No
55,114384,25,12,4,3,3,0,20,No
23,56530,1,3,3,4,1,3,23,Yes
48,104050,4,3,1,1,3,1,21,No
50,92150,21,5,1,3,2,5,17,Yes
49,94529,3,5,1,2,3,3,10,No
25,82608,22,3,4,1,2,0,13,Yes
36,108599,14,0,3,2,3,3,13,Yes
50,114349,27,0,4,3,2,3,23,No
26,72355,12,0,3,4,3,1,18,No
50,98289,27,3,2,2,2,0,22,No
26,69916,14,0,1,1,4,6,21,Yes
49,99879,21,5,4,1,4,1,24,No
49,130694,24,9,1,3,3,2,15,No
43,87461,28,4,1,2,4,3,21,No
39,90252,20,1,2,1,1,4,10,Yes
27,64378,8,1,4,1,3,3,23,No
25,47217,1,0,3,2,2,1,21,No
50,100967,10,10,3,1,1,3,25,No
54,109874,16,4,2,2,1,2,14,Yes
39,103238,25,1,3,3,3,1,19,No
50,114206,9,13,1,4,4,3,20,No
36,70126,9,2,2,1,1,3,17,Yes
38,61199,7,4,1,1,2,5,17,No
30,64626,30,0,2,3,2,4,10,Yes
54,103611,3,9,3,2,1,1,22,No
23,50311,14,2,2,1,1,2,24,No
37,81716,24,3,3,4,4,1,19,No
53,103910,18,7,1,4,2,3,11,No
27,69420,1,6,2,4,2,0,23,Yes
51,109976,6,6,4,1,4,1,11,No
27,57070,5,0,4,3,2,0,23,Yes
49,89314,23,12,1,2,1,2,11,No
39,103579,18,2,1,2,2,0,11,No
58,112519,1,9,3,4,4,1,25,No
51,118824,25,3,4,2,3,3,23,No
54,108486,24,7,1,3,3,0,15,No
50,116178,11,3,1,2,4,3,18,No
38,81204,14,1,4,2,4,4,18,No
51,95177,18,5,3,3,4,4,22,No
56,131624,24,10,1,2,3,1,25,No
30,64124,28,4,4,4,4,0,10,Yes
45,113491,30,1,4,1,2,3,18,No
42,95036,7,8,4,1,2,2,14,No
42,92637,4,7,2,4,2,2,22,No
58,113753,20,15,2,4,3,1,11,No
51,106503,6,4,3,4,2,2,12,Yes
23,61571,17,3,3,3,1,2,23,Yes
22,59103,11,2,4,1,4,2,15,No
53,105989,11,4,1,4,2,1,21,No
35,70414,8,2,2,4,4,2,16,No
33,75356,22,3,1,2,3,2,14,Yes
42,75604,10,3,2,2,2,1,19,No
43,76729,7,6,2,2,2,1,14,Yes
25,70655,18,2,1,2,1,2,22,No
53,103370,5,2,1,1,3,1,20,No
55,105684,5,12,4,2,4,3,19,No
53,111161,6,6,3,4,3,4,14,No
50,106188,6,6,2,2,2,1,14,No
34,96446,22,0,4,4,1,2,19,Yes
36,82442,1,7,1,4,2,2,25,No
51,116402,5,6,3,4,1,1,13,No
58,108862,6,10,4,4,1,2,19,No
28,63737,2,2,2,2,1,2,13,No
30,80364,17,1,3,4,1,5,21,Yes
33,89918,5,0,2,3,1,1,14,No
52,115492,5,12,1,4,2,1,15,Yes
30,79532,5,3,3,4,2,0,17,Yes
43,98008,17,9,1,2,2,1,17,No
45,104963,8,2,2,3,4,3,12,Yes
43,97277,30,3,1,4,4,2,25,No
45,79566,13,11,4,1,1,4,19,No
47,116390,9,5,3,1,1,2,16,No
50,108793,10,8,1,4,4,2,12,No
51,99919,18,3,2,1,2,1,18,Yes
50,111800,13,12,4,1,2,0,18,No
26,73761,27,4,1,3,4,1,23,Yes
38,86942,28,3,2,3,4,5,15,No
26,68470,19,0,1,2,4,4,20,Yes
28,61475,26,2,1,2,3,3,21,No
39,76228,26,10,1,1,4,4,22,Yes
45,102876,3,2,4,2,3,0,11,No
40,93297,21,3,4,4,1,0,15,No
26,71790,21,0,2,4,3,3,18,Yes
48,91001,12,10,4,4,3,3,13,No
33,85183,19,2,4,1,3,0,14,No
38,88825,24,3,3,3,1,0,21,No
54,106207,21,5,3,1,1,4,12,No
26,47008,11,0,2,3,1,2,11,No
21,45491,29,0,4,4,1,1,12,No
33,74996,9,11,4,3,3,5,17,No
34,88923,7,1,3,2,3,2,24,Yes
41,79665,14,7,4,3,1,1,22,No
52,129697,20,5,1,3,4,1,24,Yes
53,93889,2,6,1,2,2,4,11,No
52,96723,2,9,2,3,1,1,14,No
32,74333,20,2,4,2,1,5,18,Yes
58,104029,26,11,3,1,4,1,23,No
34,83234,23,2,2,1,4,0,14,Yes
44,104101,28,5,4,1,3,1,25,No
58,112510,9,8,1,4,1,2,12,No
45,103560,23,5,1,2,3,4,10,Yes
46,100394,14,3,3,4,4,6,11,No
43,83815,9,8,1,2,4,3,21,No
55,120066,21,9,1,4,3,2,20,Yes
28,63084,29,2,1,3,3,4,13,Yes
44,61053,22,6,2,2,1,2,17,Yes
27,69417,29,4,1,1,3,3,18,No
47,84470,5,9,3,3,3,2,17,No
43,68550,10,4,3,1,1,2,13,No
44,91548,20,7,1,3,1,4,23,Yes
32,81999,30,0,2,4,2,2,19,No
24,64613,18,4,4,1,4,1,16,No
26,78908,9,0,3,3,1,3,25,No
46,117450,2,7,3,2,4,1,14,No
34,100722,18,5,2,3,1,3,10,No
31,77064,26,1,3,3,3,3,17,No
25,66223,10,1,2,3,4,1,22,No
41,90551,2,7,1,3,3,2,20,Yes
23,57465,2,0,2,4,3,2,23,Yes
52,110477,18,7,1,4,3,2,25,Yes
38,93502,4,2,1,4,2,2,10,No
49,99218,1,4,1,2,3,4,21,No
45,97542,19,7,3,4,4,3,19,No
23,70283,30,0,4,4,4,1,15,No
31,85447,10,5,1,4,3,3,14,Yes
28,57071,23,2,3,4,4,3,12,No
49,103976,26,10,3,4,3,2,18,No
37,80850,5,5,3,1,4,1,19,No
26,77700,13,0,4,4,4,1,11,No
31,73981,19,1,3,4,3,2,22,No
50,106119,12,7,3,2,3,2,19,Yes
24,77617,9,4,4,2,4,5,25,Yes
37,90542,15,9,3,4,1,3,20,No
50,117422,16,5,4,3,4,1,24,No
29,78745,3,3,4,4,1,1,16,Yes
54,121014,16,11,3,2,4,2,21,No
43,82042,13,4,3,2,3,2,15,No
53,94536,7,9,4,3,4,1,17,No
26,51866,19,1,3,1,1,4,21,Yes
42,90853,5,0,4,3,4,1,10,No
29,48440,16,3,4,2,1,2,14,No
45,91755,27,10,3,3,3,4,24,No
57,109797,27,10,1,2,1,0,20,Yes
58,119883,2,7,2,1,1,3,19,No
52,129114,16,5,3,4,3,1,11,No
31,82618,14,4,4,1,1,2,22,No
52,113604,4,9,4,3,1,1,24,Yes
33,74265,4,0,4,3,1,2,19,Yes
28,84287,29,6,4,2,2,2,14,No
29,72979,18,4,1,1,1,1,10,No
48,102362,14,8,4,2,3,1,10,Yes
29,80071,18,4,1,1,3,0,23,No
24,62369,17,2,1,1,2,0,18,Yes
30,60188,29,2,2,4,1,2,20,Yes
50,106999,15,10,2,1,1,1,21,Yes
50,109452,15,5,4,3,4,0,18,No
55,115742,5,10,2,2,1,1,15,No
39,93217,14,0,2,1,1,1,20,No
59,115801,28,9,1,3,4,4,18,No
35,64782,17,0,3,2,1,0,22,No
29,79536,3,0,4,3,1,2,15,No
58,130019,25,9,4,2,4,2,18,No
47,97685,16,11,2,2,1,3,16,No
53,110766,3,7,3,3,4,4,11,No
57,120711,6,8,4,4,3,3,19,No
35,81647,25,0,3,4,2,0,20,Yes
27,63419,23,0,2,3,2,3,22,No
27,73177,3,0,3,2,3,3,14,No
32,65159,7,4,1,2,3,2,10,No
39,80293,23,0,2,1,3,1,12,Yes
32,66903,7,1,2,3,1,0,20,No
47,98170,18,9,1,2,2,3,11,Yes
44,110228,6,6,4,2,2,4,11,Yes
44,75690,23,2,1,2,2,4,18,No
54,105997,27,12,3,3,3,1,24,No
28,50323,6,4,1,1,1,2,25,No
43,120747,2,10,4,4,3,0,21,No
28,62392,3,0,1,2,2,1,24,No
22,54953,24,0,3,2,4,1,25,No
42,84892,26,6,1,1,1,0,24,No
55,123429,3,8,4,4,2,1,17,No
25,78047,16,3,4,1,1,3,20,No
32,80870,8,5,4,1,1,0,25,No
43,94850,26,0,4,4,4,3,24,No
59,123247,17,10,1,1,2,4,12,Yes
21,54919,16,0,3,2,3,2,23,No
48,98152,10,7,2,1,3,3,17,No
26,61482,25,4,3,3,3,2,21,No
36,73162,3,0,4,4,4,0,24,No
22,70043,8,2,1,1,3,2,14,No
57,126182,23,12,1,2,3,3,19,No
51,100330,3,9,2,4,4,1,25,No
47,97997,18,9,2,1,1,3,25,Yes
48,92025,23,8,4,2,1,1,25,No
32,81829,5,2,2,2,1,0,19,No
26,69586,21,1,2,2,2,3,15,Yes
25,58080,29,0,4,2,2,0,11,No
33,87022,22,2,4,3,2,1,23,Yes
58,119743,17,11,2,3,4,1,20,Yes
26,63821,4,0,3,2,3,3,18,No
58,112487,6,6,2,2,2,2,19,Yes
40,77575,24,4,4,1,4,2,13,No
45,89356,15,6,3,1,2,0,11,No
31,67285,29,3,4,3,3,3,20,No
44,80654,24,5,4,2,4,2,11,No
21,63382,19,0,3,2,3,3,18,No
23,46963,2,1,2,4,1,3,13,No
31,74403,21,1,3,1,4,2,24,No
56,152031,12,11,2,1,1,1,23,No
54,98345,7,10,3,4,2,1,14,No
58,120958,20,6,2,2,4,2,16,No
45,68929,5,5,1,4,2,2,24,No
45,106677,13,11,2,2,3,6,19,Yes
50,109184,12,8,2,3,3,3,13,No
35,100316,13,3,3,4,2,4,11,No
31,75482,11,4,3,4,3,3,24,No
39,75438,17,3,1,2,1,3,20,No
34,94504,5,2,4,2,1,4,10,No
57,121173,9,5,4,3,2,0,23,No
51,115052,28,9,3,3,2,2,15,Yes
35,89605,18,0,4,2,2,1,18,No
33,96952,29,5,3,4,2,0,15,Yes
34,96296,23,3,1,1,2,3,13,Yes
55,126329,10,6,2,4,4,2,14,No
25,69312,30,1,4,4,2,2,18,No
30,63024,10,2,3,1,3,1,20,No
54,100640,20,9,1,2,4,0,17,No
53,117146,13,5,4,2,3,0,20,No
49,104941,23,5,1,1,2,0,10,Yes
34,92691,12,1,1,4,4,1,17,No
36,82115,15,5,4,1,1,1,16,No
32,60177,1,2,2,3,1,4,15,No
29,48730,15,5,4,2,3,1,10,No
59,118447,29,15,4,4,1,2,17,Yes
40,80846,8,9,1,1,4,2,13,Yes
56,110731,7,5,2,3,1,0,15,No
45,109957,23,8,1,2,3,3,12,No
59,131389,21,11,3,2,1,2,14,No
34,73692,8,0,4,1,1,1,12,No
24,62551,21,0,3,3,1,3,24,Yes
38,70001,21,10,2,4,3,1,23,No
43,84249,5,7,2,3,4,3,24,Yes
37,77913,22,5,1,3,3,1,18,No
40,76147,26,3,1,1,1,2,11,Yes
41,76922,28,7,3,2,3,4,13,No
49,111877,12,3,4,4,3,2,18,No
25,39418,7,1,4,3,1,2,22,No
37,101355,20,1,4,4,2,1,17,Yes
57,106945,5,12,2,3,1,2,17,No
55,112542,13,9,3,4,4,1,20,No
36,72644,4,0,1,3,4,1,14,No
42,93835,27,3,2,2,3,3,22,No
42,114997,11,9,1,4,2,1,14,No
57,123276,23,6,2,4,1,4,20,No
34,78671,7,6,1,3,4,2,11,No
25,89863,12,2,3,1,4,0,12,No
41,99372,4,4,1,1,4,1,22,Yes
59,131003,11,5,4,4,4,2,22,No
47,91115,10,7,4,4,4,2,19,No
38,78464,16,6,2,3,3,5,12,No
37,74711,1,1,1,1,1,3,11,Yes
31,76460,7,4,2,4,4,0,10,Yes
27,67566,22,2,1,3,4,2,15,No
53,107520,22,8,2,1,3,3,11,No
22,61194,28,2,4,4,4,1,20,No
38,94294,3,2,1,1,1,0,25,Yes
41,86628,15,0,4,1,3,1,24,No
53,116993,26,13,1,3,3,3,11,Yes
54,122512,2,8,4,4,2,2,13,No
45,113962,1,7,2,1,4,3,16,No
37,103529,5,4,2,4,4,3,12,No
42,107943,20,7,1,4,3,2,19,No
49,120340,5,10,3,2,1,1,18,No
31,63794,16,4,2,1,3,0,12,No
52,107299,19,12,2,2,2,1,22,No
38,122615,1,2,3,3,3,1,23,Yes
32,61167,29,8,1,1,3,2,11,No
21,60979,26,0,1,1,4,2,20,Yes
40,91158,14,5,2,4,4,5,17,No
39,92630,8,5,1,2,3,3,23,No
47,110802,30,7,3,3,2,1,18,No
51,105889,3,7,2,1,3,1,25,No
54,110764,13,5,3,4,3,0,25,No
44,95065,28,6,3,3,2,2,23,No
40,80361,3,5,1,1,1,5,23,No
26,68562,18,2,2,2,4,1,19,No
43,87628,28,4,4,4,1,2,11,No
50,105797,13,8,1,3,4,1,13,No
40,81916,19,3,4,2,1,2,11,No
31,93808,18,7,4,2,2,2,18,Yes
46,97510,16,6,3,1,2,1,14,No
59,109096,29,12,3,1,4,2,17,No
47,113465,3,7,4,4,1,2,14,No
39,95631,10,1,1,3,2,1,10,No
26,66788,30,3,4,4,2,1,11,No
21,58932,11,0,1,2,3,0,20,No
53,98349,3,6,4,3,3,1,24,No
48,120254,3,8,3,4,3,0,21,No
24,65178,18,0,2,2,4,2,17,Yes
55,102954,21,9,2,2,2,2,23,Yes
48,110273,25,8,1,1,1,2,20,Yes
28,52365,8,0,3,4,1,3,19,No
55,98364,29,6,3,4,4,3,10,No
35,66478,7,4,4,2,3,3,10,Yes
39,82529,21,4,4,2,2,3,15,No
53,113517,28,7,1,2,2,0,17,No
56,118347,30,5,3,1,2,0,10,Yes
52,115478,20,0,2,4,4,4,20,No
29,90138,9,1,3,2,1,3,21,No
21,57228,20,1,1,2,4,2,24,No
22,67897,10,0,4,2,4,2,18,Yes
57,110629,11,5,4,2,3,0,13,No
35,98741,10,4,2,2,1,2,18,Yes
42,99764,20,1,3,3,3,1,25,No
35,101552,12,1,2,2,3,0,16,No
51,93764,28,2,4,4,3,5,18,No
34,81943,12,1,2,3,1,3,23,No
28,65339,9,0,1,1,4,4,24,No
35,93201,19,3,4,4,1,1,25,No
53,101069,14,4,4,4,1,1,24,No
47,91934,11,0,2,2,2,1,11,No
46,87665,24,6,2,3,1,2,17,No
34,76880,1,0,4,2,3,1,24,No
39,102838,16,3,3,4,2,3,13,No
40,88031,22,6,1,2,4,2,18,Yes
51,94283,5,5,4,4,1,1,18,No
53,112901,5,12,1,3,1,3,14,No
49,116565,12,3,3,4,3,3,14,No
30,72318,18,0,4,4,3,0,17,No
56,108258,3,9,4,3,2,2,21,Yes
50,127978,29,8,2,3,3,0,24,No
22,56114,10,0,1,2,2,2,20,No
42,93359,30,7,4,3,1,0,25,Yes
37,82079,29,1,3,1,4,5,10,No
29,84521,26,0,2,3,2,3,18,Yes
55,141003,16,8,3,2,2,2,11,No
39,99987,13,2,2,3,4,1,23,Yes
27,69110,23,0,3,4,4,3,13,No
37,81160,8,0,4,1,1,3,11,Yes
41,79957,24,0,4,3,1,1,14,No
22,88465,7,2,2,3,4,4,25,No
35,85975,6,5,1,1,2,1,13,Yes
43,81320,20,3,1,4,3,1,13,No
23,59562,12,1,2,1,4,4,19,No
50,120462,1,12,3,1,4,2,10,No
45,82864,24,7,1,1,3,1,12,Yes
21,68760,11,0,2,2,3,2,24,No
31,61270,20,0,2,2,2,1,16,Yes
27,72652,3,1,1,4,1,2,22,Yes
31,82612,5,1,2,3,1,2,23,Yes
54,97537,26,11,2,4,3,1,21,No
39,85326,4,2,3,4,4,3,25,No
31,76914,3,3,4,2,4,1,10,No
57,107944,25,5,4,4,1,3,10,Yes
40,88571,23,0,2,3,1,2,22,No
22,65434,25,1,1,3,2,1,23,Yes
56,123873,6,6,3,4,3,0,25,No
55,119433,27,10,4,1,4,0,13,No
45,98781,7,3,4,1,4,4,20,No
52,132523,5,7,4,2,3,1,13,No
49,113367,4,14,1,1,3,2,24,Yes
23,49384,18,0,2,1,2,0,10,No
55,131662,26,5,2,3,1,1,11,No
44,100617,18,3,4,4,3,0,13,No
44,111669,5,2,2,1,4,3,20,No
26,63028,14,4,4,1,2,2,25,No
28,49149,27,0,1,2,4,5,21,Yes
34,101634,11,6,4,4,1,0,12,No
53,106148,27,13,3,2,2,2,12,No
31,96902,13,0,1,1,4,5,21,No
40,93725,17,4,3,4,4,2,25,No
48,105173,16,5,3,3,2,2,16,No
26,61456,7,0,2,3,3,2,17,Yes
39,86472,7,6,1,2,3,1,19,No
35,90602,2,6,2,3,1,0,17,Yes
37,66923,2,6,3,2,3,2,13,No
30,77685,29,5,2,2,3,2,11,No
37,104329,30,3,2,1,1,2,10,Yes
40,66047,12,9,3,3,2,1,22,No
33,78651,7,3,3,1,2,1,21,Yes
44,101694,16,5,4,3,2,3,22,No
40,102660,25,12,1,1,1,2,24,Yes
48,112599,20,8,1,1,3,1,11,No
48,97744,20,8,4,3,3,4,13,No
25,52736,9,0,4,1,1,0,19,No
42,96369,26,0,4,3,4,2,16,No
28,65396,22,0,3,4,2,2,10,No
52,92794,22,7,3,1,2,1,14,Yes
33,70289,23,5,2,3,2,0,17,Yes
56,125123,5,14,1,2,4,3,15,No
41,108223,3,4,1,4,2,1,12,No
36,75172,9,2,3,2,4,2,21,No
49,108251,5,9,1,1,4,2,23,No
22,71989,22,0,1,1,3,0,19,No
45,87625,28,6,3,3,4,3,11,No
44,96975,17,5,4,3,1,2,10,No
42,111820,22,5,4,1,1,0,14,No
34,82661,1,4,2,4,2,1,24,No
43,114407,24,8,4,4,1,1,20,No
51,119364,23,7,4,4,4,2,11,No
27,55130,8,0,2,2,4,3,22,Yes
40,100747,5,6,2,4,4,0,10,Yes
22,48495,14,1,4,2,1,4,22,No
58,137293,27,7,4,2,2,3,24,No
23,75821,20,0,3,3,1,3,18,No
28,70902,1,3,3,3,1,4,24,No
53,114748,15,4,3,2,1,2,11,No
53,103980,29,6,3,1,4,5,25,Yes
22,72614,6,0,1,2,4,3,23,Yes
49,120284,26,9,2,4,2,2,20,Yes
39,80120,1,2,4,1,3,1,13,No
59,103631,5,6,4,3,3,5,15,No
44,114657,9,11,3,3,4,1,19,No
24,71072,26,3,1,3,4,4,21,No
32,99473,25,2,3,1,2,1,14,No
57,118430,16,14,1,2,2,5,21,Yes
56,100350,5,12,2,1,3,1,21,No
56,112559,6,8,1,4,3,1,25,No
51,71876,4,11,2,1,3,8,24,No
27,68786,6,3,4,3,2,0,18,No
25,72746,27,0,1,3,2,2,10,No
51,104478,15,0,4,3,2,1,23,Yes
32,83578,10,7,3,4,2,0,19,No
45,101779,6,2,1,3,2,0,19,No
25,75846,18,0,2,2,4,3,13,No
52,111667,15,10,1,4,4,2,12,No
32,69439,8,6,3,4,4,2,11,No
57,108751,11,14,4,3,4,1,23,No
34,82772,8,1,4,4,2,2,11,No
34,70723,7,4,1,1,3,0,15,No
30,76356,14,0,2,2,3,1,21,No
21,53500,8,0,2,1,3,2,23,Yes
50,125527,25,6,2,2,1,3,12,No
50,111832,6,10,3,4,3,1,10,No
36,101202,20,4,2,1,2,1,25,No
40,88001,9,0,3,2,4,1,24,No
48,99068,24,8,1,2,3,1,20,Yes
51,105711,16,6,2,1,1,2,12,No
24,56223,4,0,2,1,4,6,18,No
27,68417,1,1,2,2,4,4,16,Yes
39,87249,25,6,2,3,4,1,12,Yes
55,101724,25,8,2,2,3,2,15,Yes
36,69349,22,6,1,3,1,1,19,Yes
57,89813,7,5,2,1,1,5,21,No
27,58197,8,0,2,4,1,3,15,No
47,126256,12,4,3,4,2,2,17,No
26,67924,9,0,1,4,1,2,14,Yes
46,94285,21,5,1,1,2,2,18,No
41,78237,2,2,1,2,3,3,19,Yes
44,74769,12,7,4,1,3,3,10,No
28,77752,13,0,2,4,4,1,23,No
46,109899,12,4,4,3,2,4,23,Yes
25,68533,19,4,1,2,3,0,25,No
42,106304,17,3,4,2,3,7,10,Yes
44,92811,17,9,3,4,3,2,18,No
39,63563,19,10,4,4,3,0,25,Yes
30,92396,24,0,1,2,2,2,23,Yes
55,113731,17,12,2,1,3,3,17,No
24,49744,10,0,3,3,1,2,15,No
54,97256,28,9,1,3,3,3,10,Yes
42,94109,28,1,1,1,3,2,25,No
47,124032,17,2,4,1,3,2,20,Yes
36,78580,29,2,1,1,2,2,24,Yes
45,89260,8,10,1,2,4,3,24,No
41,56783,20,4,3,4,4,0,14,No
36,86472,10,5,3,2,2,2,21,No
25,72716,22,0,3,3,3,3,21,No
49,129371,9,12,1,2,2,0,21,Yes
49,89500,29,11,1,2,4,2,22,No
29,82434,26,3,3,4,3,2,23,No
35,91876,23,5,3,3,1,0,24,No
39,91943,9,0,2,3,4,0,20,No
35,82135,15,8,1,3,4,0,14,No
28,42392,18,3,4,1,4,1,22,Yes
58,106109,11,8,2,1,3,3,14,No
48,93081,16,11,3,4,2,0,18,Yes
32,67593,25,1,2,4,1,1,22,No
26,65495,19,0,1,1,1,1,15,Yes
43,71768,9,2,4,4,1,0,14,Yes
55,105594,18,11,1,3,3,0,20,No
25,49708,4,0,1,4,4,1,12,No
21,62472,23,0,3,2,1,1,23,No
28,59995,5,2,3,1,3,3,23,No
29,50829,22,1,3,1,3,3,15,No
40,63953,14,7,1,2,1,2,23,No
32,63416,12,4,3,4,3,3,10,No
44,91833,25,4,2,2,2,0,22,No
38,73926,16,1,1,3,4,2,17,No
21,52025,5,1,4,1,4,1,25,No
34,68806,21,0,2,2,4,2,18,No
50,117053,1,5,1,1,2,0,13,Yes
48,104598,16,8,4,3,2,2,24,No
27,70495,20,3,1,4,3,3,15,Yes
59,128605,30,7,3,2,4,1,25,No
25,52058,8,0,3,3,2,0,22,Yes
49,106642,3,6,1,4,2,2,17,No
45,85157,11,7,3,3,2,4,15,No
45,109375,20,0,3,4,4,0,20,No
25,52063,22,0,3,4,3,1,17,No
33,69657,18,3,4,3,4,2,11,No
35,71524,28,0,2,2,1,3,10,Yes
46,104123,10,6,3,2,3,3,13,No
51,121610,30,4,3,3,2,1,24,No
31,68400,11,8,3,2,1,2,16,Yes
21,48361,6,1,2,1,4,6,13,No
58,132491,14,11,3,2,1,5,25,No
50,112283,27,6,4,4,4,2,14,No
43,125164,29,6,4,2,1,2,16,Yes
34,87073,19,5,4,3,2,2,17,No
53,102726,28,4,1,4,4,2,16,Yes
47,80953,23,6,4,3,4,2,15,No
27,77764,20,1,2,1,4,2,19,No
27,49994,14,0,2,4,3,2,10,No
33,61872,19,6,4,2,1,2,12,No
53,117077,13,7,3,3,4,1,17,No
37,117729,13,4,4,4,2,2,21,No
52,111955,25,11,4,2,4,0,22,No
44,84716,21,4,2,3,4,2,19,No
44,94216,8,0,3,2,3,3,11,No
26,58364,20,3,3,3,2,3,12,Yes
44,93090,17,7,1,4,3,1,19,No
48,120430,14,6,2,3,1,0,21,Yes
23,62684,25,3,3,4,4,6,20,No
23,41647,26,3,2,2,3,6,20,No
42,89928,17,7,3,2,2,1,23,No
42,74986,28,0,3,2,2,0,22,Yes
34,80646,9,3,1,3,3,0,24,No
39,99790,15,1,3,3,2,2,16,Yes
23,55866,6,2,3,4,3,4,18,No
43,83419,8,8,3,3,3,1,20,No
31,68311,19,5,1,4,4,1,22,No
34,71309,16,4,1,4,1,1,25,Yes
32,72492,13,0,3,4,1,1,10,Yes
58,107001,15,10,1,2,1,1,24,Yes
28,39750,10,3,4,1,3,1,25,No
41,83357,28,7,4,4,2,1,18,No
22,81595,2,0,3,1,1,1,20,No
21,67248,12,0,1,4,2,0,20,Yes
30,76063,9,4,4,1,3,0,17,Yes
40,80499,30,0,2,2,1,2,24,Yes
43,90791,15,4,2,1,2,2,19,No
37,79323,19,8,2,4,2,2,12,No
39,81237,27,1,1,4,4,2,19,No
54,135372,17,6,1,3,1,0,17,No
50,108760,12,4,3,2,4,2,10,No
47,97414,19,6,4,1,4,2,22,No
50,98368,1,9,2,3,1,2,21,No
59,98657,23,9,2,2,4,3,10,Yes
31,88228,24,0,2,1,4,2,10,Yes
51,109794,23,3,3,1,4,1,21,No
48,89000,6,8,2,3,3,3,10,No
23,53055,5,0,2,4,4,3,24,Yes
39,83200,29,4,1,3,1,4,13,Yes
51,96421,26,8,4,1,3,3,20,Yes
50,111850,22,12,1,2,3,2,24,No
25,94857,2,0,2,3,2,1,20,No
30,60409,1,3,2,3,1,1,18,No
25,64119,10,0,1,1,3,4,25,No
43,89730,6,0,1,2,2,2,14,Yes
34,72402,4,2,2,2,3,1,11,No
47,104058,15,2,4,2,1,6,20,No
30,67673,6,0,3,3,3,0,17,No
45,113003,15,6,3,4,4,3,11,No
21,52291,17,1,1,2,1,3,10,Yes
40,122994,28,8,3,2,3,1,15,Yes
57,105707,13,13,4,1,3,1,18,No
42,110736,26,7,4,2,2,2,23,No
26,81875,11,2,4,3,4,1,21,No
26,51158,19,1,1,3,2,2,18,Yes
23,58728,27,3,1,4,1,2,14,No
23,63651,13,0,4,4,2,2,15,No
26,59954,9,0,3,3,4,1,20,No
48,104999,11,11,1,2,1,1,14,Yes
25,51992,25,4,1,2,3,3,22,No
35,107764,27,2,4,3,4,3,13,No
49,90351,20,10,4,3,1,3,21,Yes
45,102991,14,7,3,4,4,1,24,No
22,52299,8,0,1,3,3,2,21,No
25,68540,11,0,4,4,4,2,14,No
21,44857,8,0,3,3,3,1,10,No
53,126778,9,4,3,1,3,3,15,No
47,113803,18,8,2,1,2,4,12,Yes
56,124587,29,7,2,3,4,3,20,Yes
56,116324,14,11,4,2,4,2,20,No
43,97955,1,7,4,2,2,1,13,No
52,122969,10,8,2,4,2,6,25,Yes
41,98062,14,0,2,1,3,0,21,No
23,79375,20,1,3,4,4,0,18,Yes
37,86514,17,2,3,4,1,1,11,Yes
21,38240,7,1,2,4,1,3,17,No
33,83716,18,5,3,2,3,3,24,No
27,62476,10,0,3,4,2,2,24,No
51,107057,19,3,1,2,3,5,25,No
38,76682,16,6,4,1,2,1,18,No
40,99493,25,0,1,4,3,2,14,Yes
39,60428,1,3,1,2,1,3,25,No
52,103439,1,8,1,2,2,0,15,Yes
26,60427,25,2,1,1,3,2,11,No
31,73522,9,3,3,3,3,3,15,No
23,79288,23,3,4,2,4,3,15,No
35,80696,1,6,3,3,1,2,21,No
45,103802,4,7,2,4,3,1,23,No
57,105777,25,10,1,4,2,2,24,No
42,92805,2,12,1,4,1,2,25,No
32,73649,7,6,4,1,4,3,19,No
29,81103,3,0,3,2,1,2,15,Yes
31,69939,11,0,3,1,2,1,24,No
39,110855,25,5,2,4,3,3,22,No
42,79467,16,2,1,4,2,4,21,Yes
22,49303,30,0,2,2,4,1,20,Yes
24,59369,22,0,3,1,4,1,12,No
52,90762,12,11,1,1,3,2,11,Yes
40,80386,14,3,1,3,2,0,12,No
